season,team,salary_cap,total_salary
2014,Utah Jazz,63065000,60272954
2014,Washington Wizards,63065000,82999913
2015,Atlanta Hawks,70000000,72902950
2015,Boston Celtics,70000000,77139134
2015,Brooklyn Nets,70000000,88346807
2015,Charlotte Hornets,70000000,78691926
2015,Chicago Bulls,70000000,86783378
2015,Cleveland Cavaliers,70000000,108126026
2015,Dallas Mavericks,70000000,74722199
2015,Denver Nuggets,70000000,72305488
2015,Detroit Pistons,70000000,85963779
2015,Golden State Warriors,70000000,95454038
2015,Houston Rockets,70000000,89806511
2015,Indiana Pacers,70000000,72399692
2015,Los Angeles Clippers,70000000,97143243
2015,Los Angeles Lakers,70000000,72344156
2015,Memphis Grizzlies,70000000,82972532
2015,Miami Heat,70000000,85716053
2015,Milwaukee Bucks,70000000,73820190
2015,Minnesota Timberwolves,70000000,73934448
2015,New Orleans Hornets,70000000,81652543
2015,New York Knicks,70000000,74168903
2015,Oklahoma City Thunder,70000000,93888376
2015,Orlando Magic,70000000,63445957
2015,Philadelphia 76ers,70000000,63526527
2015,Phoenix Suns,70000000,70110834
2015,Portland Trailblazers,70000000,62488858
2015,Sacramento Kings,70000000,71683666
2015,San Antonio Spurs,70000000,87681690
2015,Toronto Raptors,70000000,72143091
2015,Utah Jazz,70000000,64024001
2015,Washington Wizards,70000000,84466783
2016,Atlanta Hawks,94143000,95471579
2016,Boston Celtics,94143000,87272327
2016,Brooklyn Nets,94143000,72926799
2016,Charlotte Hornets,94143000,99780303
2016,Chicago Bulls,94143000,94291373
2016,Cleveland Cavaliers,94143000,130454892
2016,Dallas Mavericks,94143000,109800808
2016,Denver Nuggets,94143000,68394193
2016,Detroit Pistons,94143000,106119045
2016,Golden State Warriors,94143000,99524309
2016,Houston Rockets,94143000,94287153
2016,Indiana Pacers,94143000,89352004
2016,Los Angeles Clippers,94143000,114400114
2016,Los Angeles Lakers,94143000,87938201
2016,Memphis Grizzlies,94143000,107125223
2016,Miami Heat,94143000,101513503
2016,Milwaukee Bucks,94143000,96142528
2016,Minnesota Timberwolves,94143000,78322537
2016,New Orleans Pelicans,94143000,95036776
2016,New York Knicks,94143000,103062240
2016,Oklahoma City Thunder,94143000,84528917
2016,Orlando Magic,94143000,105835222
2016,Philadelphia 76ers,94143000,70265604
2016,Phoenix Suns,94143000,73308325
2016,Portland Trailblazers,94143000,112223450
2016,Sacramento Kings,94143000,92991922
2016,San Antonio Spurs,94143000,107129207
2016,Toronto Raptors,94143000,102827970
2016,Utah Jazz,94143000,79898192
2016,Washington Wizards,94143000,103620024
2017,Atlanta Hawks,99093000,100414016
2017,Boston Celtics,99093000,115084121
2017,Brooklyn Nets,99093000,96039772
2017,Charlotte Hornets,99093000,117228164
2017,Chicago Bulls,99093000,89425042
2017,Cleveland Cavaliers,99093000,137362708
2017,Dallas Mavericks,99093000,85904490
2017,Denver Nuggets,99093000,107889099
2017,Detroit Pistons,99093000,120086105
2017,Golden State Warriors,99093000,137494845
2017,Houston Rockets,99093000,119070161
2017,Indiana Pacers,99093000,94429791
2017,Los Angeles Clippers,99093000,119864772
2017,Los Angeles Lakers,99093000,105355450
2017,Memphis Grizzlies,99093000,110273309
2017,Miami Heat,99093000,131222624
2017,Milwaukee Bucks,99093000,120805328
2017,Minnesota Timberwolves,99093000,117468554
2017,New Orleans Pelicans,99093000,119799730
2017,New York Knicks,99093000,107855405
2017,Oklahoma City Thunder,99093000,134294056
2017,Orlando Magic,99093000,96972034
2017,Philadelphia 76ers,99093000,100794278
2017,Phoenix Suns,99093000,94818333
2017,Portland Trailblazers,99093000,119108924
2017,Sacramento Kings,99093000,95627528
2017,San Antonio Spurs,99093000,116153554
2017,Toronto Raptors,99093000,116574876
2017,Utah Jazz,99093000,107613332
2017,Washington Wizards,99093000,123222233
